Query,Execution Times
Query 1,10587613900,10825190400,10850938300,10451273000,10517522600,9848245000,10305566300,10113775700,10178064900,11220365700,10572281400,10001423400,10139095000,10465203800,10589517100,10188461500,10445934700,10267937500,10094678200,10628430900,10443176000,10024639600,11292856500,11016777000,9778635300,10710222900,10483434300,10353256800,10677065000,10151336100
Query 2,10592835700,9930096400,9626639400,9806675700,9904036300,10225224300,9727977500,9739925700,10160946500,9676233600,10047179800,9578878000,9899291300,9894435000,9996169900,10288914300,10454073800,9863396700,9846821900,9863498800,9256016400,9741036400,9791757700,9774854200,10673731700,10556485000,10106970200,9433378600,8974251000,9732316800
Query 3,4910278700,5001923200,5034298900,4615891300,4498764500,4576305600,4609895600,4653576500,4641136100,4937512400,5208285300,4825488000,4299292200,4619511200,4599840200,4535774000,4880321400,4833868200,4621476800,4580397200,4719523900,4885375900,4780235700,4713073500,4715754900,4949171200,4673369900,4694837400,4803187700,4845178600
Query 4,51917116600,51321037400,51114324200,53877723600,51631061200,48883763600,52812976700,53372545500,52580596600,53225991200,50404244900,51380456800,52348564300,51643666000,51392434100,50670883700,52050612900,52421412100,52789877600,51923468900,51482062500,51106184700,51699122300,51455899500,53440377100,50680977100,52304602900,52948222800,53023906000,51882996700
